hook,archetype,tier,om,om_pct,views,likes,comments,shares,words,word_band,lang,main_category,subcategory,year,username,permalink
Can you make lessons with 3D shapes?,question,baseline,5.086021505,0.4644,141900,3237,55,93,7,6-10,en,Education,Language Learning,2021,mondly.app,https://www.tiktok.com/@mondly.app/video/6915048518310743301
Can you guess the word based on these clues? 1. Prefix that inverts sine & cosine functions,question,baseline,5.054699538,0.4629,6561,70,6,0,17,11-26,en,Education,Study Aids & Flashcards,2024,elevateapp,https://www.tiktok.com/@elevateapp/video/7325481569773309227
What to wear on a first date,question,baseline,5.050984936,0.4627,435900,943,16,3,7,6-10,en,Social Networking,Dating Apps,2023,okcupid,https://www.tiktok.com/@okcupid/video/7218659053067767086
VS Marceline Guess Who?,question,baseline,5.043603258,0.4621,5263,111,46,0,4,3-5,en,Entertainment,Comedy Platforms,2024,ultimatemarblevs,https://www.tiktok.com/@ultimatemarblevs/video/7393322218920414496
What I eat in a day WITH LASTA,question,baseline,5.031674208,0.4617,1112,27,0,0,8,6-10,en,Health & Fitness,Diet & Nutrition,2023,lasta_app,https://www.tiktok.com/@lasta_app/video/7206873936791932202
Should we live for purpose or pleasure?,question,baseline,5.029126214,0.4615,51800,4863,29,33,7,6-10,en,Education,Professional Development,2023,blinkist_app,https://www.tiktok.com/@blinkist_app/photo/7314336213069057312
Need help teaching your child to read?,question,baseline,5.028776978,0.4614,4893,5,0,0,7,6-10,en,Education,Early Childhood Learning,2023,_readingcom,https://www.tiktok.com/@_readingcom/video/7296463073903234347
Friend: Wanna grab coffee and then go for a walk?,question,baseline,5.026097042,0.4613,26000,423,53,11,10,6-10,en,Health & Fitness,Step Counters,2024,sweatcoin,https://www.tiktok.com/@sweatcoin/video/7362809290786131201
puedo sacar efectivo?,question,baseline,5.018378378,0.4609,9284,256,9,35,3,3-5,es,Finance,Financial Literacy Tools,2023,pixpay_es,https://www.tiktok.com/@pixpay_es/video/7216418124080467206
What's the name of the app again? I want to download it for my speech delayed 2 year old!,question,baseline,5.018262665,0.4609,15800,16,2,1,19,11-26,en,Education,Early Childhood Learning,2024,speech_blubs,https://www.tiktok.com/@speech_blubs/video/7355428702261431584
"Ok Mr Expert, should I message my crush?",question,baseline,5.01263064,0.4607,50600,155,11,8,8,6-10,en,Utilities,Network Tools,2024,truecaller,https://www.tiktok.com/@truecaller/video/7420364857985240353
When can breastfed babies start using a pacifier?,question,baseline,4.988970588,0.4592,4071,25,0,4,8,6-10,en,Health & Fitness,Sleep Analysis,2024,huckleberrycare,https://www.tiktok.com/@huckleberrycare/video/7353402081962626347
HOW COME I DIDNT FIND THIS APP EARLIER????,question,baseline,4.988250653,0.4591,3821,30,4,0,8,6-10,en,Social Networking,Video Communities,2024,thevybeapp,https://www.tiktok.com/@thevybeapp/video/7394172155686096158
What does this gesture mean in your country?,question,baseline,4.987915408,0.4591,330200,41700,145,63,8,6-10,en,Education,Language Learning,2021,lingodeer.app,https://www.tiktok.com/@lingodeer.app/video/7003678227084365062
WHO DO YOU LIKE Lolll No one! Come onnnn... Just tell me!,question,baseline,4.98392283,0.4589,31000,616,118,156,12,11-26,en,Entertainment,Fan Communities,2024,daze.chat,https://www.tiktok.com/@daze.chat/video/7435794514343759135
HOW DO I'm going to say something pretty obvious here CAR LOANS,question,baseline,4.974271012,0.4585,11600,216,3,2,12,11-26,en,Finance,Financial Literacy Tools,2022,moneylion,https://www.tiktok.com/@moneylion/video/7158492031092935979
"*Ich lerne, wie lange die Menstruation dauert* cc: how long we fly?",question,baseline,4.961979481,0.458,4111,38,9,0,12,11-26,de,Health & Fitness,Menstrual Cycle Trackers,2022,ovyapp,https://www.tiktok.com/@ovyapp/video/7119478629012114693
NEW EDITOR GUIDE WHAT ARE KEYFRAMES?,question,baseline,4.953271028,0.4577,53000,1900,159,51,6,6-10,pl,,,2023,videostarapp,https://www.tiktok.com/@videostarapp/video/7276536361082015022
Is this cancer-causing ingredient in your cereal?,question,baseline,4.9503386,0.4575,2193,21,1,7,7,6-10,en,Health & Fitness,Diet & Nutrition,2023,trashpanda_app,https://www.tiktok.com/@trashpanda_app/video/7289225548436458795
きっとこんなナンパは初めてだろう! ※英会話習得法はアプリ内で解説(プロフへ) FluenDay 何? What?,question,baseline,4.944827586,0.4572,143400,4929,11,39,5,3-5,ja,Education,Language Learning,2023,fluenday.japan,https://www.tiktok.com/@fluenday.japan/video/7223967411031002369
Want perfect grades?,question,baseline,4.943166441,0.4571,3653,36,0,3,3,3-5,ca,Education,Study Aids & Flashcards,2024,scansolve,https://www.tiktok.com/@scansolve/photo/7325871511175236870
Just letting you know that I Worldbuilding For Fun or elarian gods... Just for fun???,question,baseline,4.94015748,0.457,3137,102,4,0,15,11-26,en,Books,Interactive Storytelling,2023,campfirewriting,https://www.tiktok.com/@campfirewriting/video/7211276754734943531
英語フレーズ Why the long face? [ワイ・ザ・ロング・フェース] (どうしたの、何があったの?) ※英会話習得法はInstagramとTwitterで無料解説(プロフへ) Why the long face?,question,baseline,4.937931034,0.4567,143200,4692,35,95,12,11-26,ja,Education,Language Learning,2022,fluenday.japan,https://www.tiktok.com/@fluenday.japan/video/7100748222276128001
🤔I wonder what Crucial means?,question,baseline,4.932038835,0.4562,50800,5357,28,63,5,3-5,en,Education,Language Learning,2021,wotdapp,https://www.tiktok.com/@wotdapp/video/7000662044076707078
so what do cats really think of us?,question,baseline,4.926153846,0.4557,160100,21600,82,313,8,6-10,en,Entertainment,Fan Communities,2023,cathunter.app,https://www.tiktok.com/@cathunter.app/video/7289766661702323462
What are you grateful for today? Family,question,baseline,4.922401171,0.4554,1681,22,4,1,7,6-10,en,Health & Fitness,Meditation & Mindfulness,2024,meditopiapp,https://www.tiktok.com/@meditopiapp/video/7330700789842709765
"What do your parents think you do for work, and what do you actually do? Part 1",question,baseline,4.921756689,0.4554,19500,225,7,19,17,11-26,en,Productivity,Document Management,2024,grammarlyofficial,https://www.tiktok.com/@grammarlyofficial/video/7350323178029206815
Do NOT Bench (Week 2),question,baseline,4.888707038,0.4529,298700,15100,1278,180,5,3-5,de,Sports,Fantasy Leagues,2023,walterpicks,https://www.tiktok.com/@walterpicks/video/7279127569402858798
Which player is the only one to score a hat-trick in the clash between,question,baseline,4.883495146,0.4525,50300,1458,75,1,14,11-26,en,Sports,Fan Communities,2024,omada_uk,https://www.tiktok.com/@omada_uk/video/7323296567404809505
What if ur beating it and it picks u💀,question,baseline,4.883148831,0.4524,7940,312,9,0,9,6-10,en,Games,Sports Games,2023,joshrozin,https://www.tiktok.com/@joshrozin/video/7233067595568581893
Chill guy?!?! Ok then this is you Chill girl???,question,baseline,4.871382637,0.4519,30300,395,48,111,9,6-10,en,Entertainment,Fan Communities,2024,daze.chat,https://www.tiktok.com/@daze.chat/video/7446257841918315822
Can you take a call in a sauna?,question,baseline,4.86403487,0.4515,49100,1373,24,17,8,6-10,en,Utilities,Network Tools,2024,truecaller,https://www.tiktok.com/@truecaller/video/7423363447317957921
Reach my house???,question,baseline,4.862331576,0.4514,33200,2211,8,56,3,3-5,en,Social Networking,Messaging Apps,2023,love8_app,https://www.tiktok.com/@love8_app/video/7258681196480138539
When people your age are raising kids and you're over here playing Tetris to dodge extra luggage fees,question,baseline,4.845626072,0.4505,11300,2018,8,19,18,11-26,en,Finance,Financial Literacy Tools,2024,moneylion,https://www.tiktok.com/@moneylion/video/7380361269456424234
What you DON'T KNOW about Taylor Swift and Travis Kelce...,question,baseline,4.837562248,0.4498,10200,98,42,2,10,6-10,en,Lifestyle,Beauty & Skincare,2024,glamupai,https://www.tiktok.com/@glamupai/photo/7378936705979649322
What sex advice would you give to your young self? Alis,question,baseline,4.823234506,0.4487,27900,366,4,0,11,11-26,en,Lifestyle,Dating Apps,2022,alis.app,https://www.tiktok.com/@alis.app/video/7161812982555593989
looking for half term activity inspo?,question,baseline,4.817762882,0.4483,11500,1243,40,40,6,6-10,en,Health & Fitness,Menstrual Cycle Trackers,2024,wearelunaapp,https://www.tiktok.com/@wearelunaapp/video/7351492040158481697
Are you buff,question,baseline,4.805825243,0.4474,49500,1151,10,7,3,3-5,de,Education,Language Learning,2022,wotdapp,https://www.tiktok.com/@wotdapp/video/7099137790964780293
can they move on from this?,question,baseline,4.801169591,0.4471,82100,1102,16,42,6,6-10,en,Social Networking,Dating Apps,2024,lovecommanectar,https://www.tiktok.com/@lovecommanectar/video/7353330419628084523
how to: pasta party,question,baseline,4.78112879,0.4459,30200,1248,9,136,4,3-5,en,Entertainment,None of the above,2023,partiful,https://www.tiktok.com/@partiful/video/7247193547944840491
What people see,question,baseline,4.778191329,0.4458,47500,3764,7,34,3,3-5,en,Travel,Adventure Travel,2023,travel,https://www.tiktok.com/@travel/video/7252401821388475675
Does my fit match my noplace profile??,question,baseline,4.767991407,0.4452,8878,76,2,3,7,6-10,en,Entertainment,Comedy Platforms,2024,thenoplace,https://www.tiktok.com/@thenoplace/video/7379691421634415918
How do you feel about love?,question,baseline,4.766990291,0.4451,49100,354,22,25,6,6-10,en,Education,Professional Development,2023,blinkist_app,https://www.tiktok.com/@blinkist_app/video/7200075447500049670
"Do not take this, thanks! ❤️ Founder applying new Djerf-inspired management skills! ✨",question,baseline,4.76532813,0.4451,46400,519,14,131,13,11-26,en,Health & Fitness,Baby Sleep App,2024,napper.app,https://www.tiktok.com/@napper.app/video/7450186024669531414
Acertijo o martillazo?,question,baseline,4.762267747,0.4449,9996,142,0,0,3,3-5,es,Finance,Financial Literacy Tools,2023,goinofficial,https://www.tiktok.com/@goinofficial/video/7214179377356098822
"FOR $400,000 WOULD YOU PITCH INVADE A FINAL?",question,baseline,4.754877849,0.4444,14500,353,7,1,8,6-10,en,Lifestyle,,2024,tilt.app,https://www.tiktok.com/@tilt.app/video/7383398269008776480
Naglalaro ka?,question,baseline,4.75,0.4443,7600000,404700,659,1111,2,0-2,it,Games,Casual & Hyper-Casual Games,2023,wam.app.ph,https://www.tiktok.com/@wam.app.ph/video/7229277331804769541
HOW IS BEST BUY STILL IN BUSINESS?,question,baseline,4.74375,0.4443,75900,4021,60,11,7,6-10,en,Finance,Financial Literacy Tools,2022,step,https://www.tiktok.com/@step/video/7139972827570015531
ARE YOU BEING FLAGGED FOR UNORIGINAL CONTENT?,question,baseline,4.742424242,0.4441,125200,1946,550,317,7,6-10,en,Music,Audio Editing,2024,discoverly.ai,https://www.tiktok.com/@discoverly.ai/video/7332604671934074154
What's your favorite quote? MOTIVATION APP,question,baseline,4.735682819,0.444,4300,109,0,18,6,6-10,en,Lifestyle,Motivation,2024,motivationapp,https://www.tiktok.com/@motivationapp/video/7436075739583155502
how to: DISCO PARTY,question,baseline,4.733634133,0.4437,29900,1229,9,149,4,3-5,en,Entertainment,None of the above,2023,partiful,https://www.tiktok.com/@partiful/video/7231661291016883502
Where you should visit based on your zodiac sign Part 2,question,baseline,4.720338983,0.4433,55700,2110,98,22,11,11-26,en,Entertainment,Movie Recommendation Tools,2022,futurio_app,https://www.tiktok.com/@futurio_app/video/7116245034441198890
Company Research Tesla Motors - Who is the customer? - What is the demographic? - What is the company's mission?,question,baseline,4.714285714,0.4426,3729,1,0,0,20,11-26,en,Productivity,Mind Mapping,2023,taskade,https://www.tiktok.com/@taskade/video/7310634337966279982
what is loveprint? ❤️,question,baseline,4.713450292,0.4426,80600,2620,95,596,4,3-5,en,Social Networking,Dating Apps,2023,lovecommanectar,https://www.tiktok.com/@lovecommanectar/video/7203151769365597486
Achas que o teu namorado é capaz de responder a estas perguntas sobre ti?,question,baseline,4.712545416,0.4424,44100,1087,5,127,14,11-26,pt,Games,Party Games,2024,99.plus.one,https://www.tiktok.com/@99.plus.one/video/7332530889349549345
Can these students solve this riddle? duh,question,baseline,4.703391869,0.4423,9776,201,6,11,7,6-10,en,,,2024,unitaskr,https://www.tiktok.com/@unitaskr/video/7440126960921103649
hey sorry to break no contact but it's been a few months so i was hoping you'd forgive me? you are graciously forgiven what's up?,question,baseline,4.691197019,0.4416,5036,34,0,2,25,11-26,en,Lifestyle,Personal Journals,2024,tryknownwell,https://www.tiktok.com/@tryknownwell/photo/7426868003209317675
Do you ride with your dog? 🐶🐴,question,baseline,4.68220339,0.4413,6630,379,8,0,7,6-10,en,Health & Fitness,Chronic Condition Management,2022,happiehorse_app,https://www.tiktok.com/@happiehorse_app/video/7095048696194141446
How do you select which photos to post? blurry,question,baseline,4.677411155,0.4411,46000,648,18,17,9,6-10,en,Photo & Video,Photo Editing,2023,remini,https://www.tiktok.com/@remini/video/7201284613015309614
how impure are you? https://impurity.app.link,question,baseline,4.676831289,0.441,7055,4,0,0,5,3-5,en,Entertainment,Trivia & Quiz Apps,2024,impuritytest,https://www.tiktok.com/@impuritytest/video/7400846775814196511
Looking for easy PowerPoint design ideas?,question,baseline,4.674603175,0.4408,589000,19500,28,2352,6,6-10,en,Education,Virtual Classrooms,2024,classpoint.io,https://www.tiktok.com/@classpoint.io/video/7332837376756043014
Which Featherington girl are YOU?! swipe to find out ->,question,baseline,4.658762153,0.4397,9823,38,36,0,10,6-10,en,Lifestyle,Beauty & Skincare,2024,glamupai,https://www.tiktok.com/@glamupai/photo/7380449179732020510
Regalando flores a desconocidos #parte 1 ¿cómo vais tan guapas?,question,baseline,4.64893617,0.439,9614,684,5,0,10,6-10,gl,Photo & Video,Slideshow Creators,2024,dots.memories,https://www.tiktok.com/@dots.memories/video/7358539253975977249
"Why does ""-ed"" sound like [t]?",question,baseline,4.645760743,0.4388,12000,733,14,29,6,6-10,en,Education,Language Learning,2024,boldvoiceapp,https://www.tiktok.com/@boldvoiceapp/video/7426058597760650527
When it’s the first workout back from your stampede bender and you realize you realize you have no money or muscle mass left,question,baseline,4.644592953,0.4387,7645,318,1,0,23,11-26,en,Lifestyle,Dating Apps,2022,nudgedates,https://www.tiktok.com/@nudgedates/video/7123045191488949509
preço sff?,question,baseline,4.616371019,0.437,43200,1164,3,30,2,0-2,tr,Games,Party Games,2023,99.plus.one,https://www.tiktok.com/@99.plus.one/video/7239022639400897819
When Lemo went skating at Somerset House 🍋❄️ #festive,question,baseline,4.605845881,0.4366,15600,1673,5,3,9,6-10,no,Lifestyle,Beauty & Skincare,2023,lemon8uk,https://www.tiktok.com/@lemon8uk/photo/7306819609590615328
Can you find The Clitoris,question,baseline,4.585300067,0.4351,10200,108,1,28,5,3-5,en,Health & Fitness,Menstrual Cycle Trackers,2023,naturalcycles,https://www.tiktok.com/@naturalcycles/video/7199805740939250986
and F1 cars?,question,baseline,4.58419042,0.4349,23400,971,18,11,3,3-5,en,Finance,Financial Literacy Tools,2024,thejerryapp,https://www.tiktok.com/@thejerryapp/video/7381590923005807914
How did you get the ombré edges?! Ombré Covers!,question,baseline,4.579232778,0.4346,11400,581,7,48,9,6-10,fr,Photo & Video,Slideshow Creators,2021,chatbooks,https://www.tiktok.com/@chatbooks/video/7000800213963164933
How life feels when you download the Duet App & meet the love of your life 😍💍,question,baseline,4.563800062,0.4339,14700,79,15,12,17,11-26,en,Social Networking,Dating Apps,2024,duet_us_official,https://www.tiktok.com/@duet_us_official/video/7428491837784001822
Have you already turned 25?,question,baseline,4.553537884,0.4331,7272,37,0,0,5,3-5,en,Photo & Video,Photo Editing,2022,facelab.app,https://www.tiktok.com/@facelab.app/video/7139175040406310150
Reply to lissaAthena's comment after this crazy election. is our information safe on this app?,question,baseline,4.546283353,0.4327,37400,2263,118,332,15,11-26,en,Health & Fitness,Menstrual Cycle Trackers,2024,stardust.app,https://www.tiktok.com/@stardust.app/video/7434583710101441838
Tired of seeing the same old tattoo designs?,question,baseline,4.546123373,0.4327,8033,190,1,16,8,6-10,en,Photo & Video,,2024,aitattoogenerator.app,https://www.tiktok.com/@aitattoogenerator.app/video/7387862554468535585
What is it??? I have breaking news... A special report just for u BREAKING NEWS,question,baseline,4.533762058,0.4315,28200,753,53,104,15,11-26,en,Entertainment,Fan Communities,2024,daze.chat,https://www.tiktok.com/@daze.chat/video/7419076278239841582
when someone tells me they don't streak,question,baseline,4.531343284,0.4314,1518,23,2,2,7,6-10,en,Health & Fitness,Habit Trackers,2023,mystreaksapp,https://www.tiktok.com/@mystreaksapp/photo/7275486383874100522
how would you look as a GLADIATOR,question,baseline,4.525593009,0.431,14500,24,1,1,7,6-10,en,Photo & Video,AR Filters,2024,reface,https://www.tiktok.com/@reface/video/7393280954225134854
Idea aperitivo veloce?,question,baseline,4.521598708,0.4306,22400,214,1,12,3,3-5,es,Health & Fitness,Diet & Nutrition,2023,mycherryapp,https://www.tiktok.com/@mycherryapp/video/7284622005020790048
Watch & Relax. How many balls are there?,question,baseline,4.510502864,0.4301,354300,33900,519,396,8,6-10,en,Health & Fitness,Sleep Analysis,2020,mintaltrackerasmr,https://www.tiktok.com/@mintaltrackerasmr/video/6851623369381580038
UPSET THE VOWS What they're struggling with somebody?,question,baseline,4.5,0.4294,1143,36,0,2,8,6-10,en,Education,Virtual Classrooms,2023,tome.app,https://www.tiktok.com/@tome.app/video/7231611570760076587
I use the MOJO APP Reply to lilpstar's comment What app do you use to edit?,question,baseline,4.49786739,0.4291,23200,44,2,7,16,11-26,en,Photo & Video,Video Editing,2023,mojo.app,https://www.tiktok.com/@mojo.app/video/7272405012024692011
zomato when they ask for a bite Can I have a bite?,question,baseline,4.490236382,0.4289,4369,138,11,8,12,11-26,en,Food & Drink,Food Delivery,2022,zomatouae,https://www.tiktok.com/@zomatouae/video/7080210608796355841
Would you LineLeap?,question,baseline,4.482390608,0.4284,10500,51,8,16,3,3-5,en,Entertainment,Fan Communities,2022,lineleap,https://www.tiktok.com/@lineleap/video/7103174654856187182
SUSHI 🍣 MAKE or BUY?,question,baseline,4.48125,0.4283,71700,4387,33,234,5,3-5,or,Finance,Financial Literacy Tools,2023,step,https://www.tiktok.com/@step/video/7247965036457659694
is the new perfect,question,baseline,4.47161066,0.4277,385900,519,5,10,4,3-5,en,Social Networking,Dating Apps,2023,okcupid,https://www.tiktok.com/@okcupid/video/7245433587619728683
Is the viral wonderskin lip stain worth the hype?,question,baseline,4.47135538,0.4276,19200,74,7,13,9,6-10,en,Shopping,Luxury Goods,2024,wonderskin,https://www.tiktok.com/@wonderskin/video/7422291457777716522
IS CHIPOTLE'S GUAC 🥑 WORTH IT?,question,baseline,4.46875,0.4274,71500,3357,11,8,6,6-10,vi,Finance,Financial Literacy Tools,2022,step,https://www.tiktok.com/@step/video/7132180151852453163
WHAT DO I DO IF IM IN MY LUTEAL PHASE ON THANKSGIVING? (the two weeks before your period) it’s better than you think,question,baseline,4.467625899,0.4272,3726,107,0,2,23,11-26,en,Health & Fitness,Menstrual Cycle Trackers,2023,aavia.io,https://www.tiktok.com/@aavia.io/photo/7301329130342272302
"Why is my puppy crying? with Dr. Hodges, DVM, PetSmart Veterinary Services",question,baseline,4.466279589,0.4269,10000,99,3,18,12,11-26,en,Shopping,Pet Shopping,2024,petsmart,https://www.tiktok.com/@petsmart/video/7340084304766094635
WHY THIS ESSAY Was graded a 1st Real essay example,question,baseline,4.458222616,0.4266,15100,31,0,0,10,6-10,en,Lifestyle,Beauty & Skincare,2023,lemon8uk,https://www.tiktok.com/@lemon8uk/video/7301241810511351072
what it's really like to be single in the city.,question,baseline,4.446118192,0.4258,383700,336,4,7,10,6-10,en,Social Networking,Dating Apps,2023,okcupid,https://www.tiktok.com/@okcupid/video/7244766710195162414
Did you know on the Mojo App you can make videos for all platforms?,question,baseline,4.439705312,0.4255,22900,52,3,6,14,11-26,en,Photo & Video,Video Editing,2023,mojo.app,https://www.tiktok.com/@mojo.app/video/7282463968831261998
Patrick Mahomes Fat?,question,baseline,4.419158508,0.4241,16700,284,14,7,3,3-5,en,Sports,Fan Communities,2024,omada_us,https://www.tiktok.com/@omada_us/video/7330495218577378602
Will we ever get bored of Lemo?,question,baseline,4.39917331,0.4226,14900,147,0,0,7,6-10,en,Lifestyle,Beauty & Skincare,2023,lemon8uk,https://www.tiktok.com/@lemon8uk/video/7307583620888268065
What to Eat at Christmas? Don't Stress and Enjoy Christmas with your Loved Ones,question,baseline,4.398700771,0.4224,5417,128,1,3,14,11-26,en,Health & Fitness,Diet & Nutrition,2024,fitia.app,https://www.tiktok.com/@fitia.app/photo/7451789972568411423
英語フレーズ What's up? [ワッツ・アップ] (何かあった? /どうしたの?) ※英会話習得法はInstagramとTwitterで無料解説(プロフへ) What's up?,question,baseline,4.389655172,0.4218,127300,1767,12,42,9,6-10,ja,Education,Language Learning,2022,fluenday.japan,https://www.tiktok.com/@fluenday.japan/video/7088181695572102401
Who is most likely to laugh on a funeral by accident?,question,baseline,4.384375,0.4213,1403,62,0,1,11,11-26,en,Games,Party Games,2023,woozepartygame,https://www.tiktok.com/@woozepartygame/video/7301394344290962721
POOKIE LOOKS ABSOLUTELY FIRE 🔥 HOW MANY LETTERS IN DUOLINGO??,question,baseline,4.375,0.421,7000000,562200,31600,9733,10,6-10,no,Education,Language Learning,2024,duolingo,https://www.tiktok.com/@duolingo/video/7330363289551162670
how daily self reflection makes me feel...,question,baseline,4.373348987,0.4209,14900,889,5,1,7,6-10,en,Health & Fitness,Meditation & Mindfulness,2021,reflectlyapp,https://www.tiktok.com/@reflectlyapp/video/7018905443602795782
Do you know what benevolence means?,question,baseline,4.368932039,0.4205,45000,828,5,9,6,6-10,en,Education,Language Learning,2022,wotdapp,https://www.tiktok.com/@wotdapp/video/7107318459297451270
What you DON'T know about Sabrina Carpenter and Barry Keoghan ...,question,baseline,4.368034147,0.4203,9210,81,29,0,11,11-26,en,Lifestyle,Beauty & Skincare,2024,glamupai,https://www.tiktok.com/@glamupai/photo/7378013123434859818
What if everything @glorifyappofficial,question,baseline,4.366970264,0.4201,36200,3454,57,245,4,3-5,en,Lifestyle,Mindfulness & Self-Care,2024,glorifyappofficial,https://www.tiktok.com/@glorifyappofficial/video/7404269390750895393
What i thought i was going to get on c.ai:,question,baseline,4.36416185,0.4199,15100,665,14,13,10,6-10,en,Entertainment,Fan Communities,2024,girlfriendgpt,https://www.tiktok.com/@girlfriendgpt/video/7401903091315952914
"¿Tienes entre 10 y 18 años, vives en España y quieres ganar 30€?",question,baseline,4.358378378,0.4196,8063,1141,1548,38,13,11-26,es,Finance,Financial Literacy Tools,2023,pixpay_es,https://www.tiktok.com/@pixpay_es/video/7262287844729720096
THANK YOU How do you say thank you?,question,baseline,4.354984894,0.4194,288300,31900,90,87,8,6-10,en,Education,Language Learning,2022,lingodeer.app,https://www.tiktok.com/@lingodeer.app/video/7052501590086847791
Why I scan everything:,question,baseline,4.354401806,0.4193,1929,11,1,0,4,3-5,en,Health & Fitness,Diet & Nutrition,2023,trashpanda_app,https://www.tiktok.com/@trashpanda_app/video/7185633456687172906
What's the importance of love?,question,baseline,4.354098361,0.4192,1328,130,0,0,5,3-5,en,Social Networking,Video Communities,2024,havenapp29,https://www.tiktok.com/@havenapp29/photo/7427895738228559111
"Dear Blink Doctor, How can I get over my fear of failure?",question,baseline,4.339805825,0.4185,44700,4090,4,22,12,11-26,en,Education,Professional Development,2024,blinkist_app,https://www.tiktok.com/@blinkist_app/photo/7322113718161116448
why should CONTRAST LEVELS matter to me??,question,baseline,4.33924612,0.4184,1957,39,1,3,7,6-10,en,Lifestyle,Beauty & Skincare,2024,makeupfindsbylillian,https://www.tiktok.com/@makeupfindsbylillian/video/7423189474047167775
Are your horses out on the pasture yet?,question,baseline,4.336864407,0.4182,6141,207,2,0,8,6-10,en,Health & Fitness,Chronic Condition Management,2022,happiehorse_app,https://www.tiktok.com/@happiehorse_app/video/7098291883247553798
HOW MUCH DO DONUT SHOPS MAKE? 🤔🍩 $7350 dollars a week,question,baseline,4.33125,0.4177,69300,1983,21,309,11,11-26,en,Finance,Financial Literacy Tools,2023,step,https://www.tiktok.com/@step/video/7195370488372415790
"Roofing 🏡 📍Brisbane, Australia oh am I allowed to say that?",question,baseline,4.330491803,0.4177,330200,8494,33,174,11,11-26,en,Business,Job Search Platforms,2024,getahead.app,https://www.tiktok.com/@getahead.app/video/7428252561242737936
can you believe our boss won't pay us for overtime?!,question,baseline,4.328467153,0.4175,1186,3,0,0,10,6-10,en,Social Networking,Anonymous Platforms,2024,voicebox_app,https://www.tiktok.com/@voicebox_app/video/7426759705613307182
A dog that doesn't like to walk?,question,baseline,4.311289733,0.4163,11800,163,14,2,7,6-10,en,Social Networking,Video Communities,2024,nextdoor,https://www.tiktok.com/@nextdoor/video/7401300691605589279
Would you believe me,question,baseline,4.305997552,0.416,3518,9,0,0,4,3-5,en,Kids,Parental Control Tools,2024,hearty_app,https://www.tiktok.com/@hearty_app/video/7437633675291888913
International Chocolate Day! What’s your fave recipe?,question,baseline,4.304601824,0.416,2100000,81600,1236,4820,7,6-10,en,Entertainment,Interactive Story Games,2024,tocaboca,https://www.tiktok.com/@tocaboca/video/7414142728814071073
Is Spring in Japan overrated? 🤔🌸 Japan during cherry blossom season:,question,baseline,4.303543099,0.4158,8138,353,2,10,11,11-26,no,Travel,Itinerary Planning,2024,klook_usa,https://www.tiktok.com/@klook_usa/video/7393528827370081567
What’s your favourite part of the RISE APP? learning to meditate every,question,baseline,4.296774194,0.4155,1998,26,5,1,12,11-26,en,Health & Fitness,Meditation & Mindfulness,2024,rise.theapp,https://www.tiktok.com/@rise.theapp/video/7358701782387756296
WHAT'S YOUR NAME?,question,baseline,4.291975215,0.4151,14200,492,0,8,3,3-5,en,Social Networking,Friend Finders,2024,saturday.app,https://www.tiktok.com/@saturday.app/video/7381526267654311211
What is the “shadow”?,question,baseline,4.291666667,0.415,113300,967,7,10,4,3-5,en,Health & Fitness,Meditation & Mindfulness,2024,zenfulnote,https://www.tiktok.com/@zenfulnote/video/7330640571217939755
"What do your parents think you do for work, and what do you actually do? Part 2",question,baseline,4.290762241,0.4149,17000,237,12,20,17,11-26,en,Productivity,Document Management,2024,grammarlyofficial,https://www.tiktok.com/@grammarlyofficial/video/7356283041209175326
How's your coding journey going?,question,baseline,4.287966369,0.4147,8160,131,15,3,5,3-5,en,Education,Coding Education,2022,mimo_org,https://www.tiktok.com/@mimo_org/video/7162149647782366470
What To Eat at Chinatown Avg. $15.00,question,baseline,4.281074697,0.4142,14500,1286,3,9,7,6-10,en,Lifestyle,Beauty & Skincare,2023,lemon8uk,https://www.tiktok.com/@lemon8uk/photo/7312499359692705057
英語フレーズ So what? [ソー・ワット] だから何?、どうでもいいじゃん! ※英会話習得法はInstagramとTwitterで無料解説(プロフへ) So what?,question,baseline,4.268965517,0.4136,123800,3511,28,47,8,6-10,ja,Education,Language Learning,2022,fluenday.japan,https://www.tiktok.com/@fluenday.japan/video/7090452151436332290
What happens if I don't pay my car insurance?,question,baseline,4.256594724,0.4129,14200,142,3,11,9,6-10,en,Finance,Financial Literacy Tools,2023,cambiomoney,https://www.tiktok.com/@cambiomoney/video/7307762220987993390
Why should I worry about tomorrow?,question,baseline,4.245565079,0.4125,21300,688,7,319,6,6-10,en,Lifestyle,Mindfulness & Self-Care,2023,soulwayapp,https://www.tiktok.com/@soulwayapp/video/7283941531726171425
What most people th,question,baseline,4.242242542,0.412,28300,269,2,5,4,3-5,en,Productivity,,2024,plantappai,https://www.tiktok.com/@plantappai/video/7368875545490181382
Which country has more than one official language?,question,baseline,4.235649547,0.4117,280400,17900,481,27,8,6-10,en,Education,Language Learning,2021,lingodeer.app,https://www.tiktok.com/@lingodeer.app/video/7012214825929526533
Do's & Don'ts when dating My top do's and don'ts when dating somebody new,question,baseline,4.235456824,0.4117,24500,2575,4,3,14,11-26,en,Lifestyle,Dating Apps,2023,alis.app,https://www.tiktok.com/@alis.app/video/7185557165485182214
