hook,archetype,tier,om,om_pct,views,likes,comments,shares,words,word_band,lang,main_category,subcategory,year,username,permalink
Stays you need to visit before you die 😳 Part 150,other,baseline,2.062166784,0.1399,20500,419,1,20,11,11-26,af,Travel,Adventure Travel,2024,travel,https://www.tiktok.com/@travel/video/7374962279130909984
Last weekend to shop gifts so they arrive in time to put under the tree 🎁🎄,other,baseline,2.061646235,0.1398,5886,90,0,0,16,11-26,en,Shopping,E-commerce Marketplaces,2024,lemondropshop,https://www.tiktok.com/@lemondropshop/video/7448414676842482987
"Valid for 7 days, please save it in time",other,baseline,2.061590001,0.1397,8000,41,0,3,9,6-10,en,Photo & Video,AR Filters,2023,faceplay_app,https://www.tiktok.com/@faceplay_app/video/7281220702991158530
"Estoy cansadito de las cosquillas ahora, por favor, vuelve más tarde Ya se fueron tus amigos, me podrías dar un beso (con quién tengo un SUSH)",other,baseline,2.06095791,0.1394,1420,98,1,1,26,11-26,es,Entertainment,Comedy Platforms,2023,rocktopus_co,https://www.tiktok.com/@rocktopus_co/video/7318641329062432006
Tiktok might be gone 💔,other,baseline,2.060945709,0.1394,5884,172,21,8,5,3-5,en,Shopping,E-commerce Marketplaces,2025,lemondropshop,https://www.tiktok.com/@lemondropshop/video/7458798546062495019
I love being accidentally on trend,other,baseline,2.060777958,0.1393,2543,80,2,0,6,6-10,en,Shopping,Luxury Goods,2021,stylebookapp,https://www.tiktok.com/@stylebookapp/video/7017900250530696453
Newest Lock Screen Pack for your iPhone 🔥,other,baseline,2.060515279,0.1392,3439,23,0,2,8,6-10,en,Entertainment,Karaoke Apps,2023,ringtuneapp,https://www.tiktok.com/@ringtuneapp/video/7241165956356033835
Cuando estoy a punto de casarme con un millonario de 80 años y me piden que firme un acuerdo prenupcial,other,baseline,2.059405941,0.1389,20800,918,26,11,20,11-26,es,Games,Simulation Games,2022,bitlifees,https://www.tiktok.com/@bitlifees/video/7112142560520310021
I used to wake up every morning feeling exhausted no matter how long I slept.,other,baseline,2.059379544,0.1389,8497,13,0,0,15,11-26,en,Health & Fitness,Sleep Analysis,2024,sleep_cycle,https://www.tiktok.com/@sleep_cycle/video/7442321179844545825
Virgo reading for 2025 head to the CHANI app for the full download,other,baseline,2.058479532,0.1388,35200,1340,81,161,13,11-26,en,Entertainment,Fan Communities,2024,chaninicholas,https://www.tiktok.com/@chaninicholas/video/7453958447806041386
On a mission to change toxic finance culture,other,baseline,2.058252427,0.1387,21200,755,58,38,8,6-10,en,Finance,Financial Literacy Tools,2022,alineainvest,https://www.tiktok.com/@alineainvest/video/7127437639833161003
Interrupting your scroll to tell you... It’s okay to take your headphones out. Take a moment to listen to what’s happening around you.,other,baseline,2.057562768,0.1385,16800,546,7,5,23,11-26,en,Health & Fitness,Meditation & Mindfulness,2022,headspace,https://www.tiktok.com/@headspace/video/7166642679496084782
I’m a very wet 😱 reporting to you live from the seggs toy capital of New Zealand,other,baseline,2.056796826,0.1384,19700,280,5,57,17,11-26,en,Lifestyle,Mindfulness & Self-Care,2023,girlsgetoff_hq,https://www.tiktok.com/@girlsgetoff_hq/video/7194988550826315010
VIDEO STAR Importing Files on iOS 17,other,baseline,2.056074766,0.1382,22000,486,35,2,7,6-10,en,,,2023,videostarapp,https://www.tiktok.com/@videostarapp/video/7292469268946373934
Ava Emily Jr. My sweet cucu,other,baseline,2.055352242,0.1381,449300,2961,26,114,6,6-10,en,Entertainment,Interactive Story Games,2024,text.hard,https://www.tiktok.com/@text.hard/video/7391987457622854945
Seeing my grandparents hugging one more time Grandpa Nana,other,baseline,2.053993594,0.1379,20200,272,37,17,9,6-10,en,Photo & Video,Photo Editing,2024,remini,https://www.tiktok.com/@remini/video/7436325369575181598
If your period starts around Jan 30–Feb 1st,other,baseline,2.053956835,0.1379,1713,138,0,3,8,6-10,en,Health & Fitness,Menstrual Cycle Trackers,2023,aavia.io,https://www.tiktok.com/@aavia.io/video/7197166187342597419
keep in mind,other,baseline,2.053325161,0.1378,13400,292,3,6,3,3-5,en,Health & Fitness,Fitness Challenges,2023,flex.app,https://www.tiktok.com/@flex.app/video/7312225254192008453
Other fees may apply. All investments involve risk and loss of principal is possible.,other,baseline,2.053278689,0.1378,50100,3324,16,5,14,11-26,en,Finance,Stock Market Analysis,2022,robinhoodapp,https://www.tiktok.com/@robinhoodapp/video/7151186351894023470
looking for my motivation to practice,other,baseline,2.052972973,0.1377,1899,342,3,19,6,6-10,en,Music,Music Learning Tools,2023,tonicmusicapp,https://www.tiktok.com/@tonicmusicapp/video/7247301077928824091
Venus Rx and Inaguration,other,baseline,2.052631579,0.1377,35100,2535,71,80,4,3-5,en,Entertainment,Fan Communities,2024,chaninicholas,https://www.tiktok.com/@chaninicholas/video/7434667062598831402
Beets in vinaigrette,other,baseline,2.052236732,0.1376,3693,49,0,1,3,3-5,en,Health & Fitness,Diet & Nutrition,2021,lifesum,https://www.tiktok.com/@lifesum/video/6934622463946935557
Places you need to visit before you die 😓 Part 135,other,baseline,2.052107434,0.1375,20400,575,12,27,11,11-26,af,Travel,Adventure Travel,2024,travel,https://www.tiktok.com/@travel/video/7403532826517212449
Share YOUR #GetGlossyFurniturePack,other,baseline,2.049810393,0.1372,1000000,41600,1318,865,3,3-5,en,Entertainment,Interactive Story Games,2023,tocaboca,https://www.tiktok.com/@tocaboca/video/7264875392106827041
These five AI tools feel like cheating 🤫,other,baseline,2.047528517,0.1367,1077,20,1,4,8,6-10,lb,Photo & Video,Video Editing,2024,zebracat.ai,https://www.tiktok.com/@zebracat.ai/video/7432417176998481185
Quand mon parent me fait un virement sur Pixpay,other,baseline,2.047463937,0.1367,11000,536,31,20,9,6-10,fr,Finance,Banking Apps,2024,pixpay,https://www.tiktok.com/@pixpay/video/7353654541524536608
My friend:,other,baseline,2.047297297,0.1366,30300,447,16,21,2,0-2,en,Health & Fitness,Meditation & Mindfulness,2024,finchcare,https://www.tiktok.com/@finchcare/video/7431117100036459822
Quand on te lance sur ton sujet préféré,other,baseline,2.045510455,0.1364,1663,13,1,1,8,6-10,fr,Shopping,E-commerce Marketplaces,2024,dressly.io,https://www.tiktok.com/@dressly.io/video/7388219349732986145
spiciest books I've read,other,baseline,2.043087971,0.1361,1138,71,0,1,4,3-5,es,Books,Book Clubs & Communities,2024,lemon8bookclub,https://www.tiktok.com/@lemon8bookclub/photo/7337746036477267246
"""I will go for a run today"" That one cloud on the sky",other,baseline,2.042997543,0.136,4989,25,0,1,13,11-26,en,Food & Drink,Calorie Counters,2024,yazioapp,https://www.tiktok.com/@yazioapp/video/7396016620981800224
I'm 7 months old,other,baseline,2.041758242,0.1359,1858,24,1,0,4,3-5,en,,,2024,blwmealsapp,https://www.tiktok.com/@blwmealsapp/video/7340791477427031338
Buying your first plant,other,baseline,2.040641711,0.1355,1908,78,1,1,4,3-5,en,Education,,2023,plantinapp,https://www.tiktok.com/@plantinapp/video/7260055408679603462
Template: Merrickhanna dance,other,baseline,2.040345821,0.1355,17700,109,8,13,3,3-5,id,Entertainment,Meme Generators,2024,viggle_ai,https://www.tiktok.com/@viggle_ai/video/7386999978356509960
"""What are you doing at 2AM?"" Crushon AI c.ai",other,baseline,2.038901602,0.1352,1782,35,3,10,9,6-10,en,Social Networking,Messaging Apps,2024,hanako_sae,https://www.tiktok.com/@hanako_sae/video/7442243760030878994
Following MyCherry app What I eat in a day,other,baseline,2.03875656,0.1351,10100,614,4,2,9,6-10,en,Health & Fitness,Diet & Nutrition,2023,mycherryapp,https://www.tiktok.com/@mycherryapp/video/7247015725527878939
Saturday September 14 11:44 make some changes to my desktop Daily 11:35 and phone I use for daily shooting,other,baseline,2.03814294,0.1351,5290,30,5,1,19,11-26,en,Photo & Video,Wallpaper,2024,widgify,https://www.tiktok.com/@widgify/video/7414429657560370478
Alpenglow is Hot This Week. Download it the App Store or Play Store and check your Sunset Forecast.,other,baseline,2.037655633,0.135,6710,122,3,0,18,11-26,en,Weather,Sunrise/Sunset Timers,2021,alpenglowapp,https://www.tiktok.com/@alpenglowapp/video/6975374245438196997
Easy Pumpkin Pie for babies,other,baseline,2.037362637,0.1349,1854,26,0,1,5,3-5,en,,,2022,blwmealsapp,https://www.tiktok.com/@blwmealsapp/video/7163821784364748078
DanceFitMe Never recommend DanceFitMe up to your wife,other,baseline,2.036984854,0.1348,5783,13,0,1,8,6-10,en,Health & Fitness,Fitness Challenges,2023,dancefitme,https://www.tiktok.com/@dancefitme/video/7308981808383692063
Stuck at your 9-5? Learn to make passive income in 15 min/day!,other,baseline,2.036697248,0.1348,1221,2,1,0,12,11-26,en,Finance,Financial Literacy Tools,2024,finelo.app,https://www.tiktok.com/@finelo.app/video/7444427529575746871
Tu padre no te quiere,other,baseline,2.034833091,0.1342,1402,41,1,8,5,3-5,es,Entertainment,Comedy Platforms,2023,rocktopus_co,https://www.tiktok.com/@rocktopus_co/video/7286489877842021637
Eu depois de ter passado a noite toda jogando BitLife BR,other,baseline,2.034797995,0.1341,13800,498,44,9,11,11-26,pt,Games,Simulation Games,2023,bitlifebr,https://www.tiktok.com/@bitlifebr/video/7198519887226998021
Alone: c.ai Crushon Al freaky 2:07 AM,other,baseline,2.034696406,0.1341,2463,119,3,8,7,6-10,en,Entertainment,Interactive Story Games,2024,rurie.678,https://www.tiktok.com/@rurie.678/photo/7439998528375524615
"Por si pensas no darle amor a nuestro SUSH, acordate que se donde vivís y no tengo miedo a lastimarte",other,baseline,2.034451496,0.1339,1122,121,0,2,20,11-26,es,Food & Drink,Cooking Tutorials,2023,salmurai_ar,https://www.tiktok.com/@salmurai_ar/video/7295392322324516102
Parking my car next to my wife,other,baseline,2.034145117,0.1338,8102,185,2,44,7,6-10,en,Shopping,E-commerce Marketplaces,2024,togetherkeys1,https://www.tiktok.com/@togetherkeys1/video/7422388445793881390
I’m just a girl Books about strong women for strong women,other,baseline,2.034111311,0.1338,1133,79,0,1,11,11-26,en,Books,Book Clubs & Communities,2024,lemon8bookclub,https://www.tiktok.com/@lemon8bookclub/photo/7438715091299667230
"JUL 24, 2022 Everything to Know About the 'Little Miss' Trend Going Viral on Social Media Plus, some of the memes.",other,baseline,2.033834586,0.1337,1623,162,0,3,21,11-26,en,Social Networking,Video Communities,2022,okcool,https://www.tiktok.com/@okcool/video/7125558034914479365
Draw the Water Elemental from Disney pls🙏,other,baseline,2.033366045,0.1335,2072,45,5,3,7,6-10,en,Entertainment,AR/VR Experiences,2023,tutorialforartist,https://www.tiktok.com/@tutorialforartist/video/7264868894525951240
"The text in the image is: - ""WIN OR BLACKOUT"" - ""SURF"" (on the hoodie)",other,baseline,2.032526475,0.1333,268700,23800,82,137,15,11-26,en,Games,Party Games,2023,do_or_drink,https://www.tiktok.com/@do_or_drink/video/7212062767698693419
There was a girl who got a red weave I think her name was Brittany,other,baseline,2.031836271,0.1332,3574,21,2,5,15,11-26,en,Photo & Video,Photo Editing,2023,facetune_by_lightricks,https://www.tiktok.com/@facetune_by_lightricks/video/7267037002904685826
Clue Your period is two days late.,other,baseline,2.031521049,0.1331,9603,343,5,7,7,6-10,en,Health & Fitness,Menstrual Cycle Trackers,2024,clueapp,https://www.tiktok.com/@clueapp/video/7429367399398362390
No fraudulent activity - just me,other,baseline,2.031309298,0.133,4282,432,0,4,6,6-10,en,Finance,Financial Literacy Tools,2022,mymonii.app,https://www.tiktok.com/@mymonii.app/video/7089059723395321093
A importância de variar os alimentos na introdução alimentar,other,baseline,2.030978644,0.1329,4327,88,0,1,9,6-10,pt,Health & Fitness,Diet & Nutrition,2023,blwbrasilapp,https://www.tiktok.com/@blwbrasilapp/video/7205401979441401089
"""When anxiety was great within me, your consolation brought me joy."" Psalm 94:19",other,baseline,2.030959752,0.1328,1968,199,2,1,13,11-26,en,Reference,Religious Texts,2024,faithappofficial,https://www.tiktok.com/@faithappofficial/video/7454670024582647083
Fixing Arguments with a Quick Lick: Relationship Hack! 😍,other,baseline,2.029942418,0.1328,2644,74,2,10,9,6-10,en,Social Networking,Messaging Apps,2023,obimyapp,https://www.tiktok.com/@obimyapp/video/7304723699297504518
Watching my roommate peacefully nap knowing they had a rough day of exams & classes,other,baseline,2.02970297,0.1326,1025,35,0,0,15,11-26,en,Education,AI Study Tools,2024,unriddle_ai,https://www.tiktok.com/@unriddle_ai/video/7431779947095641376
PRESENT YOUR REQUESTS TO GOD.,other,baseline,2.029411765,0.1325,20700,781,120,326,5,3-5,en,Lifestyle,Mindfulness & Self-Care,2024,morningprayertok,https://www.tiktok.com/@morningprayertok/video/7427686884538584363
Evil always tries tempting me to sin... 😪💔,other,baseline,2.028776978,0.1324,28200,741,10,99,8,6-10,en,Social Networking,Video Communities,2024,prayscreenio,https://www.tiktok.com/@prayscreenio/video/7452740495626865925
It's 8 pm she should be home by now..,other,baseline,2.028621642,0.1324,8080,76,0,11,9,6-10,en,Shopping,E-commerce Marketplaces,2024,togetherkeys1,https://www.tiktok.com/@togetherkeys1/video/7450760838924750111
Taller de coctelería inmersivo en Madrid 🥃🍹,other,baseline,2.028508772,0.1323,3700,80,4,19,7,6-10,es,Entertainment,Movie Recommendation Tools,2023,kultur_es,https://www.tiktok.com/@kultur_es/video/7304010752472386848
ELFCAM.APP FB AND INSTA,other,baseline,2.027838828,0.1322,1384,25,0,4,4,3-5,en,Photo & Video,AR Filters,2020,elfcam.app,https://www.tiktok.com/@elfcam.app/video/6897497962855877890
Chia pudding with silky tofu,other,baseline,2.027785496,0.1322,3649,89,0,2,5,3-5,en,Health & Fitness,Diet & Nutrition,2021,lifesum,https://www.tiktok.com/@lifesum/video/6981407140585966854
This boring PowerPoint slide design is a crime😭,other,baseline,2.026190476,0.1319,255300,6131,16,926,8,6-10,en,Education,Virtual Classrooms,2023,classpoint.io,https://www.tiktok.com/@classpoint.io/video/7237468228446915846
Sign that you've been travelling for 6 months,other,baseline,2.02573913,0.1318,2912,104,0,2,8,6-10,en,Travel,Accommodation Booking,2024,onefamhostels,https://www.tiktok.com/@onefamhostels/video/7416423119683898629
Imagine the day they see you again,other,baseline,2.025347013,0.1316,1678,15,2,2,7,6-10,en,Health & Fitness,Menstrual Cycle Trackers,2023,ovyapp,https://www.tiktok.com/@ovyapp/video/7305053366843936033
Seeing gym rats track their workouts on Notes app,other,baseline,2.02402621,0.1314,5560,311,10,0,9,6-10,en,Health & Fitness,Workout Trackers,2021,corecircle,https://www.tiktok.com/@corecircle/video/7044281643984604463
"Oh, no I'm trapped",other,baseline,2.023056058,0.1312,17900,369,59,36,4,3-5,es,Entertainment,Fan Communities,2025,purrrr_app,https://www.tiktok.com/@purrrr_app/video/7455248662566948114
Trending Sound the grudge by Olivia Rodrigo Sound is linked here!,other,baseline,2.022727273,0.1311,53400,716,5,22,11,11-26,en,Music,Audio Editing,2023,discoverly.ai,https://www.tiktok.com/@discoverly.ai/video/7278692504080321838
"The text on the image is: ""Rik""",other,baseline,2.02269289,0.1311,267400,5219,23,39,7,6-10,en,Games,Party Games,2023,do_or_drink,https://www.tiktok.com/@do_or_drink/video/7233931511005859115
I have,other,baseline,2.022678517,0.131,13200,442,5,9,2,0-2,en,Health & Fitness,Fitness Challenges,2023,flex.app,https://www.tiktok.com/@flex.app/video/7311839810707115269
And if you get a crush on a bunch of people don’t you be surprised ; ),other,baseline,2.022177419,0.1309,2006,24,1,1,17,11-26,en,Social Networking,Friend Finders,2023,feels_app,https://www.tiktok.com/@feels_app/video/7200502308713663750
"Insult & Abandon your children... Adios You abandoned your son, Chase.",other,baseline,2.021786492,0.1308,92800,5636,223,34,11,11-26,es,Games,Simulation Games,2021,bitlifeapp,https://www.tiktok.com/@bitlifeapp/video/6985624725867236613
There’s a music app where you can talk and listen with friends when Drake drops 😭,other,baseline,2.021582734,0.1308,28100,924,29,18,16,11-26,en,Music,Concert Finder,2023,beepr_app,https://www.tiktok.com/@beepr_app/video/7286279937579945259
Dad of Steel! Henry Cavill expecting first child with Vertigo exec Natalie Viscuso,other,baseline,2.021052632,0.1307,2400,23,0,1,13,11-26,en,Entertainment,Meme Generators,2024,babygeneratorfacemaker,https://www.tiktok.com/@babygeneratorfacemaker/video/7359637922972192006
At the end of the day it's not the places you visited but the friendships you've made! ❤️👭,other,baseline,2.020869565,0.1307,2905,177,0,0,18,11-26,en,Travel,Accommodation Booking,2024,onefamhostels,https://www.tiktok.com/@onefamhostels/video/7338338972336213253
Dressing my self care birb as Taylor Swift on her birthday! 🎉✨💖,other,baseline,2.02027027,0.1306,29900,600,47,28,12,11-26,en,Health & Fitness,Meditation & Mindfulness,2024,finchcare,https://www.tiktok.com/@finchcare/video/7447911456974146862
Decís que me amas mucho pero cuando te hablo de cuidar un SUSH me decís que no. (Entonces tanto no me amas),other,baseline,2.019945603,0.1305,1114,101,0,1,22,11-26,es,Food & Drink,Cooking Tutorials,2024,salmurai_ar,https://www.tiktok.com/@salmurai_ar/video/7328529857850166533
Most expensive $$$ water bottle in the 🌍,other,baseline,2.019077901,0.1304,12700,300,14,0,8,6-10,en,Finance,Budgeting & Expense Tracking,2024,super,https://www.tiktok.com/@super/video/7325122959415250218
Everyone can be so beautiful Let's made @elinadevia the same templates,other,baseline,2.018296611,0.1303,7832,167,12,13,11,11-26,en,Photo & Video,AR Filters,2022,faceplay_app,https://www.tiktok.com/@faceplay_app/video/7124207312163704066
Someone explain BRAT summer to this 33yr old mama b/c my brain only knows the BRAT diet after a pukey kid 😅,other,baseline,2.017513135,0.1302,5760,100,2,0,22,11-26,en,Shopping,E-commerce Marketplaces,2024,lemondropshop,https://www.tiktok.com/@lemondropshop/video/7396330910066478378
"Next-level TVs from top brands Streaming, Blu-ray, &",other,baseline,2.017397882,0.1302,266700,17700,78,145,8,6-10,en,Games,Party Games,2023,do_or_drink,https://www.tiktok.com/@do_or_drink/video/7271023272123436334
Deadpool x Wolverine x Spidey worth a gold medal 😏,other,baseline,2.017291066,0.1301,17500,98,2,3,10,6-10,en,Entertainment,Meme Generators,2024,viggle_ai,https://www.tiktok.com/@viggle_ai/video/7399979347102240008
"THE BREAK DOWN taking charge of your creative career Lauren Spearman @ The Breakdown 📍 The Social Hub, Glasgow 20.11.24",other,baseline,2.017182131,0.1301,1761,19,0,1,20,11-26,en,Business,HR & Payroll,2024,okmentor,https://www.tiktok.com/@okmentor/video/7437598384707489057
"The text in the image is ""RE/MAX Maximum.""",other,baseline,2.016832441,0.13,1318,12,0,0,8,6-10,en,Music,Streaming Platforms,2024,makromusic,https://www.tiktok.com/@makromusic/video/7441502084895165717
Count from 5-10,other,baseline,2.016616314,0.1299,133500,23200,58,55,3,3-5,en,Education,Language Learning,2021,lingodeer.app,https://www.tiktok.com/@lingodeer.app/video/7039280457116110085
Una settimana in Romania a 290€ 💰 🇷🇴 vampiro,other,baseline,2.016,0.1298,1764,48,2,4,9,6-10,la,Travel,Itinerary Planning,2023,blinkoo_it,https://www.tiktok.com/@blinkoo_it/video/7226761108961414427
My Favourite Morning Routine. For Better Productivity; Taskade AI - Best Productivity App,other,baseline,2.01517067,0.1297,1594,1074,0,0,13,11-26,en,Productivity,Mind Mapping,2023,taskade,https://www.tiktok.com/@taskade/photo/7296048316339719470
¿Cómo incorporar Too Good To Go en tu rutina? 👀,other,baseline,2.014060503,0.1293,4727,96,0,0,10,6-10,es,Food & Drink,Food Delivery,2022,toogoodtogo.es,https://www.tiktok.com/@toogoodtogo.es/video/7142480800733383941
La première chose à faire quand on lit un livre,other,baseline,2.014009526,0.1292,3594,66,15,3,10,6-10,fr,Books,Reading Trackers,2025,bindlyapp,https://www.tiktok.com/@bindlyapp/video/7462301739526458646
Dressing my self care pet as Taylor Swift Eras 🤝✨ Which era does he look best in? 👀,other,baseline,2.013513514,0.1291,29800,749,42,119,18,11-26,en,Health & Fitness,Meditation & Mindfulness,2024,finchcare,https://www.tiktok.com/@finchcare/video/7428707934256925998
"BetterHelp's SINGLE. ON PURPOSE. SERIES continuing my single on purpose series for betterhelp John Kim, LMFT",other,baseline,2.013,0.1291,2013,7,0,2,16,11-26,en,Health & Fitness,Meditation & Mindfulness,2024,betterhelp,https://www.tiktok.com/@betterhelp/video/7413450283625368862
"Quand mon pote me dit ""arrete de faire du bruit avec ton micro""",other,baseline,2.012470772,0.1289,2582,133,2,35,13,11-26,fr,Games,Action & Adventure,2023,mately_gg,https://www.tiktok.com/@mately_gg/video/7291369583141801248
the biggest flex of them all 👀,other,baseline,2.01215395,0.1289,1490,63,3,2,7,6-10,en,Photo & Video,Camera Tools,2024,getlapse,https://www.tiktok.com/@getlapse/video/7439656838863293729
Preferisci... A. La pecorina B. Il missionario C. L'amazzone (donna sopra) D. Il 69 Scelta difficile 😥,other,baseline,2.011404134,0.1287,1411,7,0,1,17,11-26,it,Lifestyle,Dating Apps,2024,intimoos.it,https://www.tiktok.com/@intimoos.it/video/7422322447552105761
I think I like this little dog,other,baseline,2.011068976,0.1286,981100,47100,4834,198,7,6-10,en,Entertainment,Interactive Story Games,2024,tocaboca,https://www.tiktok.com/@tocaboca/photo/7330304651746725153
"Taking a screenshot of my manager's positive feedback to save in my ""Work Praise"" folder for a future promotion",other,baseline,2.010853104,0.1284,7967,352,72,16,19,11-26,en,Productivity,Document Management,2023,grammarlyofficial,https://www.tiktok.com/@grammarlyofficial/video/7200814713129733418
Truco que me hubiese gustado conocer cuando llegué a Madrid 😄💸 Truco para conseguir entradas baratas 😄💸 Y ES QUE,other,baseline,2.009868421,0.1283,3666,85,3,10,20,11-26,gl,Entertainment,Movie Recommendation Tools,2024,kultur_es,https://www.tiktok.com/@kultur_es/video/7363618699338665249
A Gemini ♊️ writing New Year's Resolution 2025 Gemini resolutions CHANI.app,other,baseline,2.009863218,0.1282,10800,1932,229,235,11,11-26,id,Entertainment,Trivia & Quiz Apps,2025,chani.app,https://www.tiktok.com/@chani.app/video/7460184539894156574
new in MADRID Ríos Rosas,other,baseline,2.009569378,0.1282,42000,3429,2,15,5,3-5,ga,Lifestyle,Motivation,2022,spotahome,https://www.tiktok.com/@spotahome/video/7085669188487908613
FREE Holiday Gifts! December 12-25 14 DAYS OF WINTER GIFTS,other,baseline,2.008609204,0.1281,979900,71200,2141,704,10,6-10,en,Entertainment,Interactive Story Games,2023,tocaboca,https://www.tiktok.com/@tocaboca/video/7311381532306918689
We should break up. okay.,other,baseline,2.008583691,0.1281,23400,437,9,8,5,3-5,en,Lifestyle,Astrology & Horoscopes,2024,astra_app,https://www.tiktok.com/@astra_app/photo/7328478727682215214
"Bring me a football, slap it to me & catch it pass for $100 Unlimited Credit",other,baseline,2.008537887,0.1279,4705,43,3,2,16,11-26,en,Entertainment,Fan Communities,2024,lineleap,https://www.tiktok.com/@lineleap/video/7408298732875304234
MY THRONE.,other,baseline,2.007786429,0.1278,1805,100,5,11,2,0-2,en,Entertainment,Celebrity News & Gossip,2024,wonderymedia,https://www.tiktok.com/@wonderymedia/video/7440196108414061870
Statue is liberty saving the twin towers,other,baseline,2.007369197,0.1277,1362,84,0,2,7,6-10,en,Education,AI Study Tools,2024,knownotesai,https://www.tiktok.com/@knownotesai/video/7373706056570113310
People with ADHD totally overwhelmed becuse they waited until the vibe was right to start their to do list,other,baseline,2.007117438,0.1277,28200,1330,5,334,19,11-26,en,Health & Fitness,Chronic Condition Management,2024,inflow,https://www.tiktok.com/@inflow/video/7450599477930364192
Si me dieran un dólar por cada vez que me olvido de darle amor al SUSH,other,baseline,2.00543971,0.1274,1106,153,0,4,16,11-26,es,Food & Drink,Cooking Tutorials,2024,salmurai_ar,https://www.tiktok.com/@salmurai_ar/video/7327069277360590086
Bro really got rejected like that 😭,other,baseline,2.004677581,0.1272,1200000,22900,219,1117,7,6-10,en,Social Networking,Messaging Apps,2023,rizz.app,https://www.tiktok.com/@rizz.app/video/7262832400839789866
Bro is really struggling texting shawty 😂,other,baseline,2.004677581,0.1272,1200000,21800,664,1528,7,6-10,en,Social Networking,Messaging Apps,2023,rizz.app,https://www.tiktok.com/@rizz.app/video/7282099257552325934
« Jure que t'as jamais viré un pote du vocal juste parce qu'il commençais a trop te vanner »,other,baseline,2.003897116,0.1271,2571,282,2,57,19,11-26,fr,Games,Action & Adventure,2023,mately_gg,https://www.tiktok.com/@mately_gg/video/7279058897162308897
the sheer power of noplace,other,baseline,2.003759398,0.127,3731,54,13,1,5,3-5,en,Entertainment,Comedy Platforms,2024,thenoplace,https://www.tiktok.com/@thenoplace/video/7390766321426009390
A video of you aging through time,other,baseline,2.003152168,0.1269,19700,238,6,2,7,6-10,en,Photo & Video,Photo Editing,2024,remini,https://www.tiktok.com/@remini/video/7377766893492407583
Io alle 6 del mattino prima di andare in aeroporto,other,baseline,2.003066309,0.1268,2613,123,0,13,10,6-10,it,Travel,Local Guides,2024,civitatis_it,https://www.tiktok.com/@civitatis_it/video/7352625629247950113
My boyfriend when I explain how much his snoring is affecting my sleep:,other,baseline,2.002747253,0.1267,1458,146,0,6,13,11-26,en,Health & Fitness,Sleep Analysis,2024,soundsleepapp,https://www.tiktok.com/@soundsleepapp/video/7387011683237055777
Tour of my virtual closet,other,baseline,2.001620746,0.1265,2470,33,7,3,5,3-5,en,Shopping,Luxury Goods,2021,stylebookapp,https://www.tiktok.com/@stylebookapp/video/6932165090842021125
New Moon in Scorpio,other,baseline,2.0,0.126,34200,3624,62,281,4,3-5,en,Entertainment,Fan Communities,2024,chaninicholas,https://www.tiktok.com/@chaninicholas/video/7431701129219542315
Nu vorbi in microfon si iti cumpar orice din mall,other,baseline,2.0,0.126,3300000,154400,31,1002,10,6-10,ro,Games,Casual & Hyper-Casual Games,2022,wam.app,https://www.tiktok.com/@wam.app/video/7180822087555124485
fire extinguishers because we have,other,baseline,2.0,0.126,5600000,415900,10600,14800,5,3-5,en,Social Networking,Interest-Based Groups,2024,daterightstuff,https://www.tiktok.com/@daterightstuff/video/7369314779439074603
slowly losing your teenage features <<,other,baseline,2.0,0.126,3200000,483800,6281,20400,6,6-10,en,Education,Language Learning,2024,duolingo,https://www.tiktok.com/@duolingo/video/7398561642931440939
¡El hotel más instagrammeable de España! 😱💖 Y tiene un secreto... 🤫👉,other,baseline,2.0,0.126,20000,100,4,16,12,11-26,es,Travel,Itinerary Planning,2024,holidayguru,https://www.tiktok.com/@holidayguru/photo/7369509175992274208
Pessimist:,other,baseline,2.0,0.126,5600000,513700,9360,25000,1,0-2,et,Social Networking,Interest-Based Groups,2024,daterightstuff,https://www.tiktok.com/@daterightstuff/video/7340457511822118186
he loves me for my “personality”,other,baseline,2.0,0.126,3200000,571400,9206,2332,6,6-10,en,Education,Language Learning,2022,duolingo,https://www.tiktok.com/@duolingo/video/7104659512283368747
Theme: Language Learning,other,baseline,2.0,0.126,3200000,478200,13500,61500,3,3-5,en,Education,Language Learning,2024,duolingo,https://www.tiktok.com/@duolingo/video/7385648648912227627
Every person with cold hand Scorpio - Aquarius - Saggitarius Capricorn - Gemini - Virgo,other,baseline,2.0,0.126,32300,2445,41,125,15,11-26,en,Entertainment,Fan Communities,2024,astroclub_fan,https://www.tiktok.com/@astroclub_fan/photo/7445001498347523350
"The text on the cup in the image reads ""GOLDEN SPOON.""",other,baseline,2.0,0.126,5600000,417900,6905,11600,11,11-26,en,Social Networking,Interest-Based Groups,2024,daterightstuff,https://www.tiktok.com/@daterightstuff/video/7323732070658870546
Thanks Yubo for making me meet my bestfriend since 2020,other,baseline,1.999671053,0.1257,6079,79,1,2,10,6-10,en,Social Networking,Friend Finders,2024,yubo_app,https://www.tiktok.com/@yubo_app/video/7415173118760766766
"The app, I used to make sure that my house is always clean.",other,baseline,1.99958194,0.1256,4783,41,1,7,13,11-26,en,Productivity,Goal Trackers,2023,mepluss,https://www.tiktok.com/@mepluss/video/7187379217078766891
