hook,intent,production,funnel,effort,is_template,usability,usability_band,archetype,tier,om,om_pct,views,words,word_band,lang,main_category,subcategory,year,username,permalink
how to find cute✨free✨stickers!,TEACH,SCREEN_DEMO,NURTURE,3,False,18.4,low,demonstration,baseline,2.511582541,0.2169,20600,4,3-5,la,Productivity,Note-Taking,2023,notabilityapp,https://www.tiktok.com/@notabilityapp/video/7242062133855407402
Let's fix my face and cut out all the wrinkles!,SELL,TALKING_HEAD,CONVERT,2,False,18.4,low,invitation,baseline,1.864458991,0.0954,2421,10,6-10,en,Health & Fitness,Yoga & Pilates,2022,luvly.app,https://www.tiktok.com/@luvly.app/video/7161992242285137157
who will I be tonight?,PROVOKE,TALKING_HEAD,REACH,2,False,18.4,low,question,baseline,1.860075408,0.0943,4440,5,3-5,en,Health & Fitness,Menstrual Cycle Trackers,2024,wearelunaapp,https://www.tiktok.com/@wearelunaapp/photo/7401956934817041697
Tiffany I go crazy for girls on lexipro i'm your girl,ENTERTAIN,TALKING_HEAD,REACH,2,False,18.4,low,shock_statement,baseline,1.858503826,0.094,11900,11,11-26,en,Social Networking,Video Communities,2024,swayai.app,https://www.tiktok.com/@swayai.app/video/7367819588840557870
"""What are you going to do with Notability?""",RELATE,SKIT_OR_POV,REACH,3,False,18.4,low,quote_dialogue,baseline,2.511582541,0.2169,20600,8,6-10,en,Productivity,Note-Taking,2023,notabilityapp,https://www.tiktok.com/@notabilityapp/video/7294729003116694830
"POV: saying ""who are we to judge?"" after judging every single person People born on: 1, 2, 5, 7, 8, 11, 14, 15, 23, 25, 26",RELATE,SKIT_OR_POV,REACH,3,False,18.4,low,pov_realism,baseline,2.516478932,0.218,6032,26,11-26,en,Lifestyle,Astrology & Horoscopes,2024,humandesign.app,https://www.tiktok.com/@humandesign.app/video/7344843299473214726
Taking a pic of my food to track calories because I'm a chill and cool guy,PROVE,TALKING_HEAD,CONVERT,2,False,18.3,low,authority,baseline,1.854098361,0.0931,4524,16,11-26,en,Health & Fitness,Diet & Nutrition,2024,getcalai,https://www.tiktok.com/@getcalai/video/7439800572477279530
"""what we thought ppl would engrave on our smart birth control pill case: *gets sent this video to react to in the work slack*""",RELATE,SKIT_OR_POV,REACH,3,False,18.3,low,quote_dialogue,baseline,2.505995204,0.216,2090,24,11-26,en,Health & Fitness,Menstrual Cycle Trackers,2023,aavia.io,https://www.tiktok.com/@aavia.io/video/7203442544175320362
"""When someone booked in annual leave to see Sabrina Carpenter but we literally have Sabrina at work""",RELATE,SKIT_OR_POV,REACH,3,False,18.3,low,quote_dialogue,baseline,2.510351967,0.2165,19400,17,11-26,en,Social Networking,Video Communities,2025,howbout_app,https://www.tiktok.com/@howbout_app/video/7460541169861168417
How to add a watermark MOJO TOOLS PART 4,TEACH,SCREEN_DEMO,NURTURE,3,False,18.3,low,demonstration,baseline,2.500969368,0.2151,12900,9,6-10,en,Photo & Video,Video Editing,2023,mojo.app,https://www.tiktok.com/@mojo.app/video/7261900079085145386
How much can fit in my purse?,PROVOKE,TALKING_HEAD,REACH,2,False,18.3,low,question,baseline,1.850437828,0.0922,5283,7,6-10,en,Shopping,E-commerce Marketplaces,2024,lemondropshop,https://www.tiktok.com/@lemondropshop/video/7405415166097149230
When you first learn about punctuation...,RELATE,SKIT_OR_POV,REACH,3,False,18.3,low,pov_realism,baseline,2.501541624,0.2153,2434,6,6-10,en,Education,Early Childhood Learning,2024,_readingcom,https://www.tiktok.com/@_readingcom/video/7338286570853748011
What is the ONE thing my toddler can't live without?,PROVOKE,TALKING_HEAD,REACH,2,False,18.3,low,curiosity_gap,baseline,1.857142857,0.0937,1456,10,6-10,en,Photo & Video,Slideshow Creators,2024,familyalbumapp,https://www.tiktok.com/@familyalbumapp/video/7333158779724270856
"Is somebody gonna match my freak?"" (Booking a €30 flight to a new city and sleeping in a 24 hour café to avoid hotel fees.)",PROVOKE,TALKING_HEAD,REACH,2,False,18.2,low,question,baseline,1.846730975,0.0914,1723,25,11-26,en,Travel,Flight Booking,2024,flylatravel,https://www.tiktok.com/@flylatravel/video/7379612332999052576
Me looking for a way to see what our baby would look like before marrying him,TEACH,TALKING_HEAD,NURTURE,2,False,18.2,low,demonstration,baseline,1.849263158,0.092,2196,16,11-26,en,Entertainment,Meme Generators,2024,babygeneratorfacemaker,https://www.tiktok.com/@babygeneratorfacemaker/video/7362483742834707717
"""When they ask me about my goals for 2025 Brazil 🇧🇷 Morocco 🇲🇦 London 🇬🇧""",RELATE,SKIT_OR_POV,REACH,3,False,18.2,low,quote_dialogue,baseline,2.499610288,0.2147,3207,15,11-26,en,Finance,Banking Apps,2025,plumapp,https://www.tiktok.com/@plumapp/video/7455367736206609697
pov: you're doing your Spanish homework,RELATE,SKIT_OR_POV,REACH,3,False,18.2,low,pov_realism,baseline,2.5,0.2149,4000000,6,6-10,it,Education,Language Learning,2023,duolingo,https://www.tiktok.com/@duolingo/video/7218970278884281646
"""Getting good with money is next years problem 😳""",RELATE,SKIT_OR_POV,REACH,3,False,18.2,low,quote_dialogue,baseline,2.499543657,0.2147,8216,9,6-10,en,Finance,Financial Literacy Tools,2024,yourjunomoney,https://www.tiktok.com/@yourjunomoney/photo/7325849325513231649
"""When your friends decide to grow on the go, lunchtime conversations revolve around book summaries rather than TV series""",RELATE,SKIT_OR_POV,REACH,3,False,18.2,low,quote_dialogue,baseline,2.5,0.2149,1610,19,11-26,en,Education,Study Aids & Flashcards,2024,headway.app,https://www.tiktok.com/@headway.app/video/7326742766069878049
What do we do when we're feeling sad? 💰,PROVOKE,TALKING_HEAD,REACH,2,False,18.1,low,question,baseline,1.833491461,0.089,3865,9,6-10,en,Finance,Financial Literacy Tools,2022,mymonii.app,https://www.tiktok.com/@mymonii.app/video/7119124161779256581
when you realize it’s leg day today but you still haven’t recovered from last week...,RELATE,SKIT_OR_POV,REACH,3,False,18.1,low,pov_realism,baseline,2.483316481,0.2125,1228,15,11-26,en,Health & Fitness,Diet & Nutrition,2024,fitsenpaiapp,https://www.tiktok.com/@fitsenpaiapp/video/7405590191638891793
How my bf starts to see me after he became obsessed with our generated baby too,PROVOKE,TALKING_HEAD,REACH,2,False,18.1,low,question,baseline,1.833263158,0.0889,2177,16,11-26,en,Entertainment,Meme Generators,2025,babygeneratorfacemaker,https://www.tiktok.com/@babygeneratorfacemaker/video/7461008965598563590
POV: You're an adaptive athlete running a 40km trail race,RELATE,SKIT_OR_POV,REACH,3,False,18.1,low,pov_realism,baseline,2.486317435,0.213,15900,10,6-10,en,Health & Fitness,Workout Trackers,2024,strava,https://www.tiktok.com/@strava/video/7408678351109393695
I just casually decided to look amazing!,RELATE,TALKING_HEAD,REACH,2,False,18.1,low,story_teaser,baseline,1.837245055,0.0898,896300,7,6-10,en,Entertainment,Interactive Story Games,2024,tocaboca,https://www.tiktok.com/@tocaboca/video/7361828879993982241
Did I really just earn self care points for treating myself to a movie night? Yes. Yes I did. Treat yourself to a movie night! 🍿🎬🥤,PROVOKE,TALKING_HEAD,REACH,2,False,18.1,low,question,baseline,1.837837838,0.0899,27200,26,11-26,en,Health & Fitness,Meditation & Mindfulness,2025,finchcare,https://www.tiktok.com/@finchcare/video/7457192918357413150
Day 11 30 Day American Accent Challenge I'm back with day 11 of your 30 day challenge,PROVE,TRANSFORMATION,CONVERT,4,False,18.1,low,outcome_proof,baseline,3.356562137,0.332,8670,17,11-26,en,Education,Language Learning,2025,boldvoiceapp,https://www.tiktok.com/@boldvoiceapp/video/7457240367025425706
PARIS 14 Rue du Bac How to shoot a new location 👀,TEACH,SCREEN_DEMO,NURTURE,3,False,18.1,low,demonstration,baseline,2.481582009,0.2124,12800,12,11-26,en,Photo & Video,Video Editing,2024,mojo.app,https://www.tiktok.com/@mojo.app/video/7339517576474594603
"THEY THINK I'M 25, BUT...",ENTERTAIN,TALKING_HEAD,REACH,2,False,18.1,low,reveal_tease,baseline,1.832884097,0.0888,2380,5,3-5,en,Health & Fitness,Yoga & Pilates,2022,luvly.app,https://www.tiktok.com/@luvly.app/video/7169795769073945861
I created a social fitness app so you don't have to use the Notes app,SELL,SCREEN_DEMO,CONVERT,3,False,18.1,low,benefit_promise,baseline,2.48489261,0.2128,6826,15,11-26,en,Health & Fitness,Workout Trackers,2021,corecircle,https://www.tiktok.com/@corecircle/video/7017955789306400005
"""When this lot are around, there's always mischief 😈🤣""",RELATE,SKIT_OR_POV,REACH,3,False,18.1,low,quote_dialogue,baseline,2.479120879,0.212,1692,9,6-10,en,Photo & Video,AR Filters,2022,elfcam.app,https://www.tiktok.com/@elfcam.app/video/7175442965270170885
"2024 Old me ""I work a lot and I can't cook"" 2025 New me ""Me too""",TEACH,SKIT_OR_POV,NURTURE,3,False,18.0,low,listicle,baseline,2.467307692,0.2102,1283,16,11-26,en,Health & Fitness,Diet & Nutrition,2025,simpleappofficial,https://www.tiktok.com/@simpleappofficial/video/7455412234789981473
"""In 2 years on the job, she never learned how to use a printer""",TEACH,SCREEN_DEMO,NURTURE,3,False,18.0,low,outcome_proof,baseline,2.474206349,0.2112,1247,14,11-26,en,Productivity,Document Management,2024,iscanner_app,https://www.tiktok.com/@iscanner_app/photo/7358499468972412166
"""When he sleeps over for the first time and you realise you fell for the loudest snorer to ever exist""",RELATE,SKIT_OR_POV,REACH,3,False,18.0,low,quote_dialogue,baseline,2.473901099,0.2111,1801,20,11-26,en,Health & Fitness,Sleep Analysis,2024,soundsleepapp,https://www.tiktok.com/@soundsleepapp/video/7389289401462852896
POV: you attended our Thursday X Must Love Dogs and Comedy event last Thursday,RELATE,SKIT_OR_POV,REACH,3,False,18.0,low,pov_realism,baseline,2.472097498,0.2108,1927,14,11-26,en,Social Networking,Event-Based Networks,2024,thursdaydatingnyc,https://www.tiktok.com/@thursdaydatingnyc/video/7381936908982586667
"""When he posts a family picture & tags everyone""",RELATE,SKIT_OR_POV,REACH,3,False,18.0,low,quote_dialogue,baseline,2.474420547,0.2114,23700,9,6-10,en,Lifestyle,Mindfulness & Self-Care,2022,girlsgetoff_hq,https://www.tiktok.com/@girlsgetoff_hq/video/7180106224933948673
How to spice up your festival pics,TEACH,SCREEN_DEMO,NURTURE,3,False,18.0,low,demonstration,baseline,2.47440886,0.2113,8267,7,6-10,en,Photo & Video,Photo Editing,2023,glowupapp,https://www.tiktok.com/@glowupapp/video/7225499066350832897
"""locket saw it first""",RELATE,SKIT_OR_POV,REACH,3,False,18.0,low,quote_dialogue,baseline,2.474860335,0.2115,88600,4,3-5,en,Social Networking,Photo Sharing,2024,locketcamera,https://www.tiktok.com/@locketcamera/video/7432784766300130602
"How to answer: ""How do you deal with pressure or stressful situations?""",TEACH,SCREEN_DEMO,NURTURE,3,False,18.0,low,demonstration,baseline,2.472222222,0.2108,2047,12,11-26,en,Productivity,Resume Builders,2022,kickresume,https://www.tiktok.com/@kickresume/video/7075020701161295110
Which decade do I belong to?,PROVOKE,TALKING_HEAD,REACH,2,False,17.9,low,question,baseline,1.81897628,0.0868,5828,6,6-10,en,Photo & Video,AR Filters,2022,reface,https://www.tiktok.com/@reface/video/7135685883994361093
Learn how to do this in PowerPoint with me 😊,TEACH,SCREEN_DEMO,NURTURE,3,False,17.9,low,demonstration,baseline,2.457936508,0.2085,309700,10,6-10,en,Education,Virtual Classrooms,2023,classpoint.io,https://www.tiktok.com/@classpoint.io/video/7281978784499191046
28 days ago 😩 Now 😲 No way! I got rid of my double chin on the 28 day!,PROVE,TALKING_HEAD,CONVERT,2,False,17.9,low,outcome_proof,baseline,1.813631113,0.0855,2355,19,11-26,en,Health & Fitness,Yoga & Pilates,2023,luvly.app,https://www.tiktok.com/@luvly.app/video/7202983258668207366
"""What's the secret to your self confidence?""",PROVOKE,SKIT_OR_POV,REACH,3,False,17.9,low,curiosity_gap,baseline,2.455532727,0.2082,8366,7,6-10,en,Health & Fitness,Meditation & Mindfulness,2021,reflectlyapp,https://www.tiktok.com/@reflectlyapp/video/7019288085640875270
POV: It’s national best friend day and your bestie is a health conscious queen👑❤️,RELATE,SKIT_OR_POV,REACH,3,False,17.8,low,pov_realism,baseline,2.445272473,0.2063,10500,14,11-26,en,Shopping,Luxury Goods,2024,wonderskin,https://www.tiktok.com/@wonderskin/video/7378136546274217248
POV: You're building the new dating app with your friends in Paris,RELATE,SCREEN_DEMO,REACH,3,False,17.8,low,pov_realism,baseline,2.448224852,0.2067,1655,12,11-26,en,Social Networking,Dating Apps,2024,gigidating_us,https://www.tiktok.com/@gigidating_us/video/7406734301326216491
POV: when you're trying to study for exams but nothing is going through your brain,RELATE,SKIT_OR_POV,REACH,3,False,17.8,low,pov_realism,baseline,2.454078356,0.2079,3821,15,11-26,en,Education,Exam Preparation,2024,pandaiofficial,https://www.tiktok.com/@pandaiofficial/video/7324989839911193857
4 YEARS OF STUDYING AND I JUST FOUND THIS... BRUH,PROVE,TALKING_HEAD,CONVERT,2,False,17.8,low,listicle,baseline,1.806953081,0.0841,6393,10,6-10,en,Education,Study Aids & Flashcards,2025,youlearn.ai,https://www.tiktok.com/@youlearn.ai/video/7455431488004279595
how to fix the new photos app,TEACH,SCREEN_DEMO,NURTURE,3,False,17.8,low,demonstration,baseline,2.449423816,0.2071,1913,7,6-10,en,Productivity,Note-Taking,2024,lemon8prod,https://www.tiktok.com/@lemon8prod/photo/7424628692476841258
When my boyfriend doesn’t respond to my requests for attention,RELATE,TALKING_HEAD,REACH,2,False,17.8,low,pov_realism,baseline,1.806306306,0.0841,40100,10,6-10,en,Social Networking,Video Communities,2023,getofficialapp,https://www.tiktok.com/@getofficialapp/video/7198671297792986411
"12:30 Monday, 16 August Time to travel the world ok HOW TO Lock Screen & Notification edit",TEACH,SCREEN_DEMO,NURTURE,3,False,17.8,low,demonstration,baseline,2.448838814,0.2069,5325,17,11-26,en,Photo & Video,Story Templates,2021,instoriesapp,https://www.tiktok.com/@instoriesapp/video/6997007030707965186
if you want an app that feels like this:,PROVOKE,SCREEN_DEMO,REACH,3,False,17.7,low,direct_address,baseline,2.432982201,0.205,3349,9,6-10,en,Social Networking,Photo Sharing,2024,inspirethecosmos,https://www.tiktok.com/@inspirethecosmos/video/7404882458300255519
What teammates I prefer to play with?,PROVOKE,TALKING_HEAD,REACH,2,False,17.7,low,question,baseline,1.805668961,0.0839,7740,7,6-10,en,Games,Action & Adventure,2022,plinkapp,https://www.tiktok.com/@plinkapp/video/7180067518638263557
When I'm alone: Crushon AI Netflix and chill Crushon AI c.ai,RELATE,TALKING_HEAD,REACH,2,False,17.7,low,pov_realism,baseline,1.80173482,0.0829,2181,11,11-26,en,Entertainment,Interactive Story Games,2024,rurie.678,https://www.tiktok.com/@rurie.678/photo/7439267169550028050
How to overcome the 9-5 workday blues...,TEACH,SCREEN_DEMO,NURTURE,3,False,17.7,low,demonstration,baseline,2.436619718,0.2054,1903,7,6-10,en,Productivity,Note-Taking,2024,lemon8prod,https://www.tiktok.com/@lemon8prod/photo/7348453594783452462
"""today, we will write our own love stories""",RELATE,SKIT_OR_POV,REACH,3,False,17.7,low,quote_dialogue,baseline,2.435164835,0.2052,2216,8,6-10,en,Social Networking,Messaging Apps,2024,meetai.app_chat.with.ai,https://www.tiktok.com/@meetai.app_chat.with.ai/video/7415665717716028673
This app is the difference between what makes an “iPad kid” or just a kid with an iPad...,SELL,SCREEN_DEMO,CONVERT,3,False,17.7,low,product_showcase,baseline,2.434511435,0.2051,1171,18,11-26,en,Kids,Early Learning Apps,2024,playpokpok,https://www.tiktok.com/@playpokpok/video/7422816481597033733
How I thought my solo trip around the world would look...,PROVE,TALKING_HEAD,CONVERT,2,False,17.7,low,outcome_proof,baseline,1.805164319,0.0837,1538,11,11-26,en,Travel,Itinerary Planning,2024,going.solo.app,https://www.tiktok.com/@going.solo.app/video/7436089687036398890
"AFTER 2 YEARS OF STUDYING, I JUST FOUND THIS... 😭",PROVE,TALKING_HEAD,CONVERT,2,False,17.7,low,authority,baseline,1.802469136,0.083,1971,10,6-10,es,Productivity,Note-Taking,2024,chaton.app,https://www.tiktok.com/@chaton.app/video/7403383193690197278
how to use MASK TOOL ON AVU,TEACH,SCREEN_DEMO,NURTURE,3,False,17.7,low,demonstration,baseline,2.432432432,0.2049,54000,7,6-10,en,Photo & Video,Video Editing,2022,avu.app,https://www.tiktok.com/@avu.app/video/7101256271768079617
When I get a new Friend Request,RELATE,TALKING_HEAD,REACH,2,False,17.7,low,pov_realism,baseline,1.803947368,0.0833,5484,7,6-10,en,Social Networking,Friend Finders,2024,yubo_app,https://www.tiktok.com/@yubo_app/video/7415526612646546731
can we make dating fun again?,PROVOKE,TALKING_HEAD,REACH,2,False,17.6,low,question,baseline,1.797876236,0.0821,2455,6,6-10,en,Lifestyle,Dating Apps,2024,plentyoffishdating,https://www.tiktok.com/@plentyoffishdating/video/7341171955372051718
POV: you’re fighting the person who forgot to scan your Nectar,RELATE,SKIT_OR_POV,REACH,3,False,17.6,low,pov_realism,baseline,2.424134238,0.2038,3395,11,11-26,en,Shopping,Cashback Platforms,2024,nectar,https://www.tiktok.com/@nectar/video/7338040482032897313
I think I may have found the best dating app🤔,SELL,SCREEN_DEMO,CONVERT,3,False,17.6,low,product_showcase,baseline,2.426966292,0.2043,1296,10,6-10,en,Social Networking,Friend Finders,2023,raw.app,https://www.tiktok.com/@raw.app/video/7310318837818232107
POV: getting spicy with C.ai bots be like,RELATE,SKIT_OR_POV,REACH,3,False,17.6,low,pov_realism,baseline,2.424855491,0.2039,8390,8,6-10,en,Entertainment,Fan Communities,2024,girlfriendgpt,https://www.tiktok.com/@girlfriendgpt/video/7390327294625271047
"pov: You, freelancer, count money from clients while Zebracat.ai creates videos for you on autopilot.",RELATE,SKIT_OR_POV,REACH,3,False,17.6,low,pov_realism,baseline,2.429657795,0.2047,1278,15,11-26,en,Photo & Video,Video Editing,2024,zebracat.ai,https://www.tiktok.com/@zebracat.ai/video/7389884479562698017
when you're a perfectionist,RELATE,SKIT_OR_POV,REACH,3,False,17.6,low,pov_realism,baseline,2.425810119,0.204,4267,4,3-5,en,Photo & Video,Photo Editing,2022,facetune_by_lightricks,https://www.tiktok.com/@facetune_by_lightricks/video/7170962883868691714
POV: your kids are blissed out with the new speech learning app you've got them,RELATE,SCREEN_DEMO,REACH,3,False,17.6,low,pov_realism,baseline,2.426552327,0.2042,7640,15,11-26,en,Education,Early Childhood Learning,2023,speech_blubs,https://www.tiktok.com/@speech_blubs/video/7198140146946985222
"How I cook 🍳 On Hinge I'm convinced that Most men just wanna oppress woman, but not me, i'm different",PROVE,TALKING_HEAD,CONVERT,2,False,17.6,low,outcome_proof,baseline,1.796033109,0.0815,11500,20,11-26,en,Social Networking,Video Communities,2024,swayai.app,https://www.tiktok.com/@swayai.app/photo/7415387087681096990
Tutorial How to create a scary Reflection Effect,TEACH,SCREEN_DEMO,NURTURE,3,False,17.5,low,demonstration,baseline,2.408365903,0.2013,11400,8,6-10,en,Photo & Video,Video Editing,2021,videoleap_by_lightricks,https://www.tiktok.com/@videoleap_by_lightricks/video/7023801394322853122
I don't have many rules for my house...,ENTERTAIN,TALKING_HEAD,REACH,2,False,17.5,low,reveal_tease,baseline,1.788459567,0.0799,872500,8,6-10,en,Entertainment,Interactive Story Games,2024,tocaboca,https://www.tiktok.com/@tocaboca/video/7354331638572043553
POV: you're getting roasted in the group chat,RELATE,SKIT_OR_POV,REACH,3,False,17.5,low,pov_realism,baseline,2.422077922,0.2034,1119,8,6-10,en,Productivity,Note-Taking,2023,type.ai,https://www.tiktok.com/@type.ai/video/7293163178521824554
POV: you figured out how to be better with money and now booking those impromptu trips are EASY,RELATE,SCREEN_DEMO,REACH,3,False,17.5,low,pov_realism,baseline,2.418314573,0.2027,7949,18,11-26,en,Finance,Financial Literacy Tools,2024,yourjunomoney,https://www.tiktok.com/@yourjunomoney/video/7323581414719376672
POV: When you go to IT every 5 minutes to fix your laptop....,RELATE,SKIT_OR_POV,REACH,3,False,17.5,low,pov_realism,baseline,2.409919087,0.2016,20700,13,11-26,en,Food & Drink,Food Delivery,2023,foodpanda_my,https://www.tiktok.com/@foodpanda_my/video/7187964842475572486
"You're not sad, you just need a trip booked on the Pangea app 🌍",PROVOKE,SCREEN_DEMO,REACH,3,False,17.5,low,direct_address,baseline,2.407624633,0.2011,1642,14,11-26,en,Travel,Itinerary Planning,2024,thepangea.app,https://www.tiktok.com/@thepangea.app/video/7419325424938814752
Hey buddy! I’ve got a letter for you! It’s really good!😊😊 I did really well too 🤩🤩,PROVOKE,TALKING_HEAD,REACH,2,False,17.5,low,direct_address,baseline,1.786760398,0.0795,12200,17,11-26,en,Social Networking,Messaging Apps,2024,love8_app,https://www.tiktok.com/@love8_app/video/7392167439468875051
POV: the year all of your best friends married their best friends,RELATE,SKIT_OR_POV,REACH,3,False,17.5,low,pov_realism,baseline,2.420921544,0.2032,3888,12,11-26,en,Lifestyle,Event Planning,2024,theknot,https://www.tiktok.com/@theknot/video/7410972969725365546
"""When I have a very clingy bf 😘😊""",RELATE,SKIT_OR_POV,REACH,3,False,17.5,low,quote_dialogue,baseline,2.416520211,0.2025,16500,8,6-10,en,Social Networking,Messaging Apps,2023,love8_app,https://www.tiktok.com/@love8_app/video/7306088941671779630
Get dressed Putting on a fun outfit so I can feel good and my pet can get rewards,PROVOKE,TALKING_HEAD,REACH,2,False,17.5,low,imperative,baseline,1.783783784,0.0786,26400,18,11-26,en,Health & Fitness,Meditation & Mindfulness,2024,finchcare,https://www.tiktok.com/@finchcare/video/7413833560538287403
POV: You’re in a hurry but need a snack,RELATE,SKIT_OR_POV,REACH,3,False,17.4,low,pov_realism,baseline,2.400900901,0.1996,5863,9,6-10,en,Food & Drink,Calorie Counters,2022,yazioapp,https://www.tiktok.com/@yazioapp/video/7150600476218707206
"""yo warum lächelst du so?""",RELATE,SKIT_OR_POV,REACH,3,False,17.4,low,quote_dialogue,baseline,2.405797101,0.2008,66400,5,3-5,lb,Social Networking,Friend Finders,2024,feels_app_de,https://www.tiktok.com/@feels_app_de/video/7392594460451933473
How I cook On Hinge My most irrational fear Part 😈96,PROVE,TALKING_HEAD,CONVERT,2,False,17.4,low,outcome_proof,baseline,1.78041543,0.0777,11400,11,11-26,en,Social Networking,Video Communities,2024,swayai.app,https://www.tiktok.com/@swayai.app/video/7412699788434623775
- cé tá assim por causa do outro app de delivery lá minha filha?,PROVOKE,SCREEN_DEMO,REACH,3,False,17.4,low,question,baseline,2.40440897,0.2005,3163,14,11-26,pt,Food & Drink,Food Delivery,2023,aiqfome,https://www.tiktok.com/@aiqfome/video/7229421513655504134
What if... I had invested in Bitcoin 10 years ago?,PROVOKE,TALKING_HEAD,REACH,2,False,17.4,low,question,baseline,1.78148457,0.0781,1068,10,6-10,en,Finance,Financial Literacy Tools,2024,finelo.app,https://www.tiktok.com/@finelo.app/photo/7448756820836928774
"On this Valentine’s Day, if we asks everyone on Sincerely to write an anonymous letter to their crush Would you read it? Would you do it?",PROVOKE,TALKING_HEAD,REACH,2,False,17.4,low,question,baseline,1.780353874,0.0776,1459,26,11-26,en,Social Networking,Anonymous Platforms,2023,sincerelyapp,https://www.tiktok.com/@sincerelyapp/video/7199415946610707758
En Madrid hay una app como Too Good To Go pero de entradas (se llama Kultur) ¿Por qué decidimos lanzar la app en Madrid?,PROVOKE,SCREEN_DEMO,REACH,3,False,17.4,low,question,baseline,2.401864035,0.2002,4381,24,11-26,es,Entertainment,Movie Recommendation Tools,2024,kultur_es,https://www.tiktok.com/@kultur_es/photo/7345201052251114785
how to set presets in Notability 💙,TEACH,SCREEN_DEMO,NURTURE,3,False,17.4,low,demonstration,baseline,2.401853207,0.2001,19700,7,6-10,en,Productivity,Note-Taking,2023,notabilityapp,https://www.tiktok.com/@notabilityapp/video/7262094524011318570
"""When everyone on the marketing team thinks they're content creators""",RELATE,SKIT_OR_POV,REACH,3,False,17.4,low,quote_dialogue,baseline,2.401587302,0.2,1513,10,6-10,en,Lifestyle,Home Decor & DIY,2024,apartmentlist,https://www.tiktok.com/@apartmentlist/video/7358243519519001899
POV: you have time for all the halloween parties because you did all your assignments for the week in just a few hours 🎃👻,RELATE,SKIT_OR_POV,REACH,3,False,17.4,low,pov_realism,baseline,2.401980198,0.2002,1213,24,11-26,en,Education,AI Study Tools,2024,unriddle_ai,https://www.tiktok.com/@unriddle_ai/video/7431799514253610273
"POV: Giving our mascot a makeover ""Do you or do you not feel bonita?""",RELATE,SKIT_OR_POV,REACH,3,False,17.4,low,pov_realism,baseline,2.402302632,0.2004,7303,14,11-26,en,Social Networking,Friend Finders,2023,yubo_app,https://www.tiktok.com/@yubo_app/video/7211570571337911594
Look at my new wallpaper guys 😍,PROVOKE,TALKING_HEAD,REACH,2,False,17.3,low,imperative,baseline,1.771495878,0.0761,150400,7,6-10,en,Entertainment,Fan Communities,2024,wallpiics,https://www.tiktok.com/@wallpiics/video/7444656260294642966
What can my AI pet do? Vector = Wall E PT4,PROVOKE,TALKING_HEAD,REACH,2,False,17.3,low,question,baseline,1.766497462,0.0749,34800,11,11-26,en,Shopping,E-commerce Marketplaces,2024,aipetpal,https://www.tiktok.com/@aipetpal/video/7347379752400964897
Me on dating apps... 6. Are u flirting w/me?,PROVOKE,TALKING_HEAD,REACH,2,False,17.3,low,question,baseline,1.773841962,0.0766,65100,9,6-10,en,Lifestyle,Dating Apps,2022,timeling.app,https://www.tiktok.com/@timeling.app/video/7098340848814836998
POV: Lunch break in the Workshop,RELATE,SKIT_OR_POV,REACH,3,False,17.3,low,pov_realism,baseline,2.398534799,0.1991,1637,6,6-10,en,Photo & Video,AR Filters,2024,elfcam.app,https://www.tiktok.com/@elfcam.app/video/7440781090035387681
Finding out there's a way to see what our future baby would look like,TEACH,TALKING_HEAD,NURTURE,2,False,17.3,low,demonstration,baseline,1.765894737,0.0747,2097,14,11-26,en,Entertainment,Meme Generators,2024,babygeneratorfacemaker,https://www.tiktok.com/@babygeneratorfacemaker/video/7448031753383464198
"""wyd?"" ""No go ahead""",RELATE,SKIT_OR_POV,REACH,3,False,17.3,low,quote_dialogue,baseline,2.395498392,0.1986,14900,4,3-5,en,Entertainment,Fan Communities,2025,daze.chat,https://www.tiktok.com/@daze.chat/video/7457678638461308206
Why is it so hard to talk about my feelings?,PROVOKE,TALKING_HEAD,REACH,2,False,17.2,low,question,baseline,1.760719225,0.0739,1273,10,6-10,en,Education,Study Aids & Flashcards,2024,havenapp3,https://www.tiktok.com/@havenapp3/photo/7417573229314854151
Hey toca can you please add a stroller I think it would be adores June Toca TikToker shout out!,PROVOKE,TALKING_HEAD,REACH,2,False,17.2,low,direct_address,baseline,1.760377165,0.0737,858800,19,11-26,en,Entertainment,Interactive Story Games,2023,tocaboca,https://www.tiktok.com/@tocaboca/video/7252054142254910747
Around 20% of the population are thought to have sleep apnoea. Here's how to tell if you do too,TEACH,SCREEN_DEMO,NURTURE,3,False,17.2,low,demonstration,baseline,2.391483516,0.1977,1741,19,11-26,en,Health & Fitness,Sleep Analysis,2024,soundsleepapp,https://www.tiktok.com/@soundsleepapp/photo/7397081890957708576
When you finally reply to that email you’ve been putting off for 2 weeks,RELATE,SKIT_OR_POV,REACH,3,False,17.2,low,pov_realism,baseline,2.380868248,0.1958,9433,14,11-26,en,Productivity,Document Management,2021,grammarlyofficial,https://www.tiktok.com/@grammarlyofficial/video/7044321051131563310
"POV: You're a marketer, and your manager asks for videos for 5 different platforms by the end of the day",RELATE,SKIT_OR_POV,REACH,3,False,17.2,low,pov_realism,baseline,2.391634981,0.1977,1258,20,11-26,en,Photo & Video,Video Editing,2023,zebracat.ai,https://www.tiktok.com/@zebracat.ai/video/7293795410831772960
